tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,ndam,eval,gender,language,female,category,m_focal,name,majority_first
Premolar,MH19782,0,4,27.0,4.35423659,0.25,Homo sapiens,Buriat,200.0,4.0,male,English,1.0,1,2,Danny,1
Anterior,MH19784,0,12,64.0,3.60915514,0.25,Homo sapiens,Buriat,1650.0,4.8,male,English,1.0,2,3,Bonnie,0
Posterior,MH19784,0,13,40.0,3.60915514,0.25,Homo sapiens,Buriat,160.0,3.5,male,English,0.0,1,2,Earl,0
Premolar,MH19784,0,8,17.0,3.60915514,0.25,Homo sapiens,Buriat,3870.0,3.6,male,English,0.0,2,3,Georges,0
Anterior,MH19826,0,6,21.0,5.33816474,0.25,Homo sapiens,Yaghan,94.0,3.8,female,English,0.0,3,2,Bret,0
Posterior,MH19826,0,6,,5.33816474,0.25,Homo sapiens,Yaghan,8130.0,4.7,female,,0.0,2,2,Floyd,1
Premolar,MH19826,0,4,20.0,5.33816474,0.25,Homo sapiens,Yaghan,1430.0,4.9,female,English,0.0,1,3,Irene,1
Anterior,MH20325,0,12,41.0,3.58600079,0.75,Homo sapiens,Australian aboriginie,1260.0,4.3,male,English,0.0,1,3,Lili,0
Posterior,MH20325,1,12,31.0,3.58600079,0.75,Homo sapiens,Australian aboriginie,250.0,3.3,male,English,0.0,1,2,Claudette,1
Premolar,MH20325,0,8,35.0,3.58600079,0.75,Homo sapiens,Australian aboriginie,4980.0,3.4,male,German,0.0,2,2,Isabel,0
Anterior,MH20326,0,6,64.0,4.43727895,0.5,Homo sapiens,Australian aboriginie,5.0,3.6,female,English,0.0,1,3,Alex,1
Posterior,MH20326,0,6,,4.43727895,0.5,Homo sapiens,Australian aboriginie,20510.0,4.0,female,,0.0,4,2,Charley,0
Premolar,MH20326,0,4,26.0,4.43727895,0.5,Homo sapiens,Australian aboriginie,12620.0,3.9,female,English,0.0,2,2,Frances,1
Anterior,MH20912,0,6,33.0,5.62745765,0.5,Homo sapiens,Ona,170.0,4.3,male,Standard_Hindi,0.0,1,3,Gaston,0
Posterior,MH20912,0,6,,5.62745765,0.5,Homo sapiens,Ona,18590.0,3.3,female,,0.0,3,3,Ivan,1
Premolar,MH20912,0,4,20.0,5.62745765,0.5,Homo sapiens,Ona,10210.0,3.7,female,English,0.0,3,2,Jeanne,1
Anterior,MH20913,0,6,25.0,7.36905252,0.75,Homo sapiens,Yaghan,350.0,3.6,male,English,0.0,1,3,Cindy,1
Posterior,MH20913,0,6,37.0,7.36905252,0.75,Homo sapiens,Yaghan,2650.0,4.4,female,English,0.0,3,2,Dennis,0
Premolar,MH20913,0,4,47.0,7.36905252,0.75,Homo sapiens,Yaghan,,4.0,female,Romanian,0.0,3,3,Katrina,0
Anterior,MH20914,0,6,16.0,5.04927738,0.25,Homo sapiens,Yaghan,91.0,2.1,female,English,0.0,1,2,Ophelia,1
Posterior,MH20914,0,6,48.0,5.04927738,0.25,Homo sapiens,Yaghan,10690.0,3.2,male,English,0.0,3,3,Rita,1
Premolar,MH20914,0,4,37.0,5.04927738,0.25,Homo sapiens,Yaghan,25960.0,3.5,male,,0.0,3,2,Wilma,1
Anterior,MH22277,0,6,21.0,8.3,0.5,Homo sapiens,Sami,51.0,4.1,male,English,1.0,1,2,Humberto,0
Posterior,MH22277,0,5,27.0,8.3,0.5,Homo sapiens,Sami,1110.0,4.6,female,English,0.0,1,4,Dolly,1
Premolar,MH22277,0,4,57.0,8.3,0.5,Homo sapiens,Sami,4360.0,3.8,female,English,0.0,2,2,Gustav,0
Anterior,MH22278,0,6,58.0,13.9148037,0.5,Homo sapiens,Sami,20370.0,3.8,male,English,1.0,2,4,Ike,0
Posterior,MH22278,0,6,15.0,13.9148037,0.5,Homo sapiens,Sami,7110.0,3.8,female,Turkish,0.0,1,2,Irene,1
Premolar,MH22278,0,4,28.0,13.9148037,0.5,Homo sapiens,Sami,24000.0,4.2,female,English,1.0,1,2,Isaac,1
Anterior,MH22280,0,6,37.0,13.4013855,0.75,Homo sapiens,Sami,75000.0,3.9,male,English,0.0,2,2,Sandy,0
Posterior,MH22280,0,6,34.0,13.4013855,0.75,Homo sapiens,Sami,1590.0,4.5,female,English,0.0,3,4,Easy,0
Premolar,MH22280,0,4,18.0,13.4013855,0.75,Homo sapiens,Sami,5350.0,4.5,female,English,0.0,3,3,King,1
Anterior,MH22281,0,6,21.0,14.6850608,0.25,Homo sapiens,Sami,150.0,4.4,female,German,1.0,1,2,Able,0
Posterior,MH22281,0,6,26.0,14.6850608,0.25,Homo sapiens,Sami,58.0,4.4,female,Dutch,0.0,1,4,Barbara,0
Premolar,MH22281,0,4,48.0,14.6850608,0.25,Homo sapiens,Sami,15.0,4.4,female,English,0.0,1,2,Florence,0
Anterior,MH22282,0,6,16.0,12.374796,0.25,Homo sapiens,Sami,19321.0,4.5,male,German,0.0,3,4,Carol,1
Posterior,MH22282,0,6,24.0,12.374796,0.25,Homo sapiens,Sami,3230.0,4.3,male,Other,0.0,3,3,Edna,1
Premolar,MH22282,0,4,43.0,12.374796,0.25,Homo sapiens,Sami,24260.0,4.6,female,English,0.0,4,2,Hazel,0
Anterior,MH22283,0,6,39.0,16.9965704,0.25,Homo sapiens,Sami,2030.0,4.8,male,English,0.0,3,3,Connie,1
Posterior,MH22283,0,6,22.0,16.9965704,0.25,Homo sapiens,Sami,14730.0,4.3,female,English,1.0,1,3,Diane,0
Premolar,MH22283,0,4,22.0,16.9965704,0.25,Homo sapiens,Sami,6200.0,4.0,female,English,0.0,3,2,Ione,0
Anterior,MH2283,0,6,39.0,3.6143239,0.25,Homo sapiens,Fuegian,1540.0,4.0,female,English,0.0,2,2,Flossy,1
Posterior,MH2283,0,6,22.0,3.6143239,0.25,Homo sapiens,Fuegian,,3.9,female,English,0.0,4,2,Audrey,1
Premolar,MH2283,0,4,25.0,3.6143239,0.25,Homo sapiens,Fuegian,540.0,3.3,female,English,0.0,3,2,Helene,0
Anterior,MH24592,0,9,35.0,10.5751031,0.25,Homo sapiens,Ona,430.0,4.5,male,English,0.0,1,3,Debra,1
Posterior,MH24592,0,9,22.0,10.5751031,0.25,Homo sapiens,Ona,510.0,4.5,male,English,0.0,3,3,Gracie,0
Premolar,MH24592,0,6,52.0,10.5751031,0.25,Homo sapiens,Ona,53270.0,4.5,male,English,0.0,4,3,Donna,1
Anterior,MH24893,0,4,15.0,2.92732743,0.25,Homo sapiens,Khoi-San,35.0,2.5,female,English,0.0,1,2,Ethel,1
Posterior,MH24893,1,3,,2.92732743,0.25,Homo sapiens,Khoi-San,15850.0,4.3,male,English,0.0,4,2,Carla,0
Premolar,MH24893,0,2,23.0,2.92732743,0.25,Homo sapiens,Khoi-San,300.0,4.5,female,Chinese,0.0,1,2,Cindy,1
Anterior,MH24894,0,6,29.0,20.3446194,0.75,Homo sapiens,Sami,6450.0,4.7,male,English,0.0,2,3,Cleo,0
Posterior,MH24894,0,4,46.0,20.3446194,0.75,Homo sapiens,Sami,16260.0,3.5,female,English,0.0,2,4,Dora,1
Premolar,MH24894,0,4,20.0,20.3446194,0.75,Homo sapiens,Sami,2770.0,4.5,male,Chinese,0.0,3,3,Hilda,0
Anterior,MH24934A,0,6,20.0,4.9541643,0.25,Homo sapiens,Buriat,800.0,3.8,female,,0.0,2,2,Isbell,1
Posterior,MH24934A,0,6,28.0,4.9541643,0.25,Homo sapiens,Buriat,20000.0,4.5,male,English,0.0,3,4,Betsy,0
Premolar,MH24934A,0,4,15.0,4.9541643,0.25,Homo sapiens,Buriat,730.0,4.3,female,German,1.0,2,4,Alma,1
Anterior,MH24934B,0,6,48.0,10.0,0.75,Homo sapiens,Buriat,99.0,3.9,male,English,0.0,1,4,Inez,0
Posterior,MH24934B,6,6,25.0,10.0,0.75,Homo sapiens,Buriat,5060.0,4.3,female,English,0.0,3,2,Beulah,1
Premolar,MH24934B,1,4,52.0,10.0,0.75,Homo sapiens,Buriat,800.0,4.2,female,English,1.0,2,4,Gladys,0
Anterior,MH24934C,6,6,19.0,15.0,0.75,Homo sapiens,Buriat,23040.0,5.0,female,English,1.0,5,2,Camille,0
Posterior,MH24934C,5,6,14.0,15.0,0.75,Homo sapiens,Buriat,6870.0,5.0,female,English,1.0,3,3,Celia,0
Premolar,MH24934C,3,4,21.0,15.0,0.75,Homo sapiens,Buriat,300.0,4.6,male,English,0.0,2,2,Edith,1
Anterior,MH2896,0,12,12.0,2.64926405,0.5,Homo sapiens,Khoi-San,500.0,5.0,female,Vietnamese,0.0,1,3,Fern,0
Posterior,MH2896,0,12,26.0,2.64926405,0.5,Homo sapiens,Khoi-San,200.0,4.7,male,English,0.0,1,2,Ginger,0
Premolar,MH2896,0,8,35.0,2.64926405,0.5,Homo sapiens,Khoi-San,20430.0,5.0,male,English,0.0,1,2,Agnes,1
Anterior,MH3337,1,6,25.0,3.38309356,0.75,Homo sapiens,Australian aboriginie,1180.0,2.7,female,English,0.0,3,3,Carmen,0
Posterior,MH3337,0,6,52.0,3.38309356,0.75,Homo sapiens,Australian aboriginie,6190.0,4.0,male,Portuguese,0.0,3,3,Eloise,1
Premolar,MH3337,0,4,32.0,3.38309356,0.75,Homo sapiens,Australian aboriginie,570.0,4.4,female,,1.0,1,2,Belle,1
Anterior,MH3616,1,12,32.0,4.72264949,0.75,Homo sapiens,Australian aboriginie,66.0,4.4,female,English,0.0,1,2,Babe,1
Posterior,MH3616,0,12,37.0,4.72264949,0.75,Homo sapiens,Australian aboriginie,70.0,4.3,female,English,0.0,1,3,Bob,1
Premolar,MH3616,0,8,28.0,4.72264949,0.75,Homo sapiens,Australian aboriginie,2700.0,3.5,male,English,0.0,2,2,David,1
Anterior,MH3619,0,12,,2.81636112,0.75,Homo sapiens,Tasmanien,12770.0,3.8,female,,0.0,3,2,Frederic,1
Posterior,MH3619,0,12,24.0,2.81636112,0.75,Homo sapiens,Tasmanien,2130.0,3.9,female,Chinese,0.0,3,3,Allen,0
Premolar,MH3619,0,8,24.0,2.81636112,0.75,Homo sapiens,Tasmanien,10400.0,3.7,female,English,0.0,3,3,Alicia,1
Anterior,MH3638,0,12,17.0,3.58600079,0.25,Homo sapiens,Tasmanien,410.0,3.3,male,English,0.0,2,2,Diana,0
Posterior,MH3638,0,12,33.0,3.58600079,0.25,Homo sapiens,Tasmanien,130.0,4.0,male,Standard_Hindi,0.0,1,3,Bob,1
Premolar,MH3638,0,8,25.0,3.58600079,0.25,Homo sapiens,Tasmanien,160.0,3.8,female,English,0.0,1,2,Danny,0
Anterior,MH4459,0,12,29.0,4.86831607,0.75,Homo sapiens,Australian aboriginie,4180.0,4.2,female,Russian,1.0,3,3,Elena,1
Posterior,MH4459,0,12,22.0,4.86831607,0.75,Homo sapiens,Australian aboriginie,3020.0,3.1,male,English,0.0,3,2,Gloria,0
Premolar,MH4459,0,8,16.0,4.86831607,0.75,Homo sapiens,Australian aboriginie,4730.0,3.6,female,English,1.0,1,3,Juan,0
Anterior,MH4460,0,12,17.0,4.43727895,0.25,Homo sapiens,Australian aboriginie,1310.0,3.3,female,English,0.0,2,2,Kate,0
Posterior,MH4460,3,12,29.0,4.43727895,0.25,Homo sapiens,Australian aboriginie,6.0,2.9,female,Russian,1.0,1,2,Bonnie,1
Premolar,MH4460,1,8,20.0,4.43727895,0.25,Homo sapiens,Australian aboriginie,58.0,3.1,male,Norwegian,1.0,1,4,Charley,0
Anterior,MH4665,0,12,18.0,3.09453499,0.25,Homo sapiens,Australian aboriginie,1.0,4.0,female,English,0.0,1,2,Floyd,1
Posterior,MH4665,0,12,36.0,3.09453499,0.25,Homo sapiens,Australian aboriginie,4.0,4.0,female,English,0.0,1,4,Florence,1
Premolar,MH4665,0,8,36.0,3.09453499,0.25,Homo sapiens,Australian aboriginie,290.0,4.2,male,English,0.0,1,2,Chantal,0
Anterior,MH4763,1,12,26.0,2.81636112,0.25,Homo sapiens,Australian aboriginie,20020.0,3.8,female,English,0.0,4,2,Hugo,1
Posterior,MH4763,1,13,22.0,2.81636112,0.25,Homo sapiens,Australian aboriginie,230.0,4.3,male,English,0.0,1,2,Jerry,0
Premolar,MH4763,0,8,31.0,2.81636112,0.25,Homo sapiens,Australian aboriginie,3620.0,4.6,male,English,0.0,2,4,Bob,0
Anterior,MH4765,1,6,21.0,3.10683206,0.25,Homo sapiens,Australian aboriginie,66730.0,4.3,female,English,0.0,5,3,Andrew,1
Posterior,MH4765,1,5,21.0,3.10683206,0.25,Homo sapiens,Australian aboriginie,96.0,3.6,male,English,0.0,3,2,Emily,0
Premolar,MH4765,0,4,19.0,3.10683206,0.25,Homo sapiens,Australian aboriginie,1650.0,4.2,male,English,0.0,2,4,Erin,0
Anterior,MH4767,0,12,19.0,1.80774282,0.25,Homo sapiens,Tasmanien,7550.0,3.9,male,English,1.0,3,2,Opal,1
Posterior,MH4767,2,12,,1.80774282,0.25,Homo sapiens,Tasmanien,700.0,4.1,female,,0.0,2,4,Bertha,1
Premolar,MH4767,0,8,62.0,1.80774282,0.25,Homo sapiens,Tasmanien,8260.0,4.0,male,English,0.0,3,3,Fran,0
Anterior,MH5325,0,6,54.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,200.0,4.3,female,English,0.0,1,2,Danny,0
Posterior,MH5325,0,6,35.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,1650.0,3.9,male,English,1.0,2,3,Bonnie,1
Premolar,MH5325,0,4,15.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,160.0,4.2,male,English,1.0,1,3,Earl,1
Anterior,MH5327,0,6,40.0,3.44508735,0.25,Homo sapiens,Australian aboriginie,3870.0,4.2,male,German,0.0,2,2,Georges,0
Posterior,MH5327,0,6,25.0,3.44508735,0.25,Homo sapiens,Australian aboriginie,94.0,4.9,male,Portuguese,0.0,3,2,Bret,0
Premolar,MH5327,0,4,21.0,3.44508735,0.25,Homo sapiens,Australian aboriginie,8130.0,4.0,male,English,0.0,2,2,Floyd,1
Anterior,MH5328,0,6,12.0,4.01057301,0.25,Homo sapiens,Australian aboriginie,1430.0,4.3,female,Vietnamese,0.0,1,2,Irene,1
Posterior,MH5328,0,6,44.0,4.01057301,0.25,Homo sapiens,Australian aboriginie,1260.0,4.9,male,English,0.0,1,3,Lili,1
Premolar,MH5328,0,4,,4.01057301,0.25,Homo sapiens,Australian aboriginie,250.0,3.9,female,,1.0,1,3,Claudette,0
Anterior,MH5329,2,12,23.0,3.16442127,0.25,Homo sapiens,Australian aboriginie,4980.0,4.9,male,German,0.0,2,3,Isabel,0
Posterior,MH5329,0,12,12.0,3.16442127,0.25,Homo sapiens,Australian aboriginie,5.0,3.9,male,English,0.0,1,2,Alex,1
Premolar,MH5329,0,8,22.0,3.16442127,0.25,Homo sapiens,Australian aboriginie,20510.0,4.0,male,English,0.0,4,2,Charley,1
Anterior,MH5330,0,12,15.0,2.06875973,0.25,Homo sapiens,Australian aboriginie,12620.0,3.5,male,English,1.0,2,2,Frances,0
Posterior,MH5330,0,12,22.0,2.06875973,0.25,Homo sapiens,Australian aboriginie,170.0,3.9,male,English,0.0,1,3,Gaston,0
Premolar,MH5330,0,8,27.0,2.06875973,0.25,Homo sapiens,Australian aboriginie,18590.0,4.0,female,English,0.0,3,4,Ivan,1
Anterior,MH5563,2,6,24.0,12.5,0.25,Homo sapiens,Khoi-San,10210.0,3.6,female,English,0.0,3,3,Jeanne,0
Posterior,MH5563,2,6,49.0,12.5,0.25,Homo sapiens,Khoi-San,350.0,3.0,male,English,1.0,1,2,Cindy,1
Premolar,MH5563,2,4,24.0,12.5,0.25,Homo sapiens,Khoi-San,2650.0,3.0,male,English,0.0,3,4,Dennis,0
Anterior,MH8057,0,12,20.0,20.0797763,0.25,Homo sapiens,Sami,,3.6,male,German,1.0,3,4,Katrina,1
Posterior,MH8057,0,12,21.0,20.0797763,0.25,Homo sapiens,Sami,91.0,3.6,female,English,0.0,1,4,Ophelia,0
Premolar,MH8057,0,8,15.0,20.0797763,0.25,Homo sapiens,Sami,10690.0,3.2,male,German,0.0,3,2,Rita,0
Anterior,NMNH225025,0,6,57.0,16.4384771,0.5,Homo sapiens,Chucki,25960.0,3.9,male,French,0.0,3,4,Wilma,0
Posterior,NMNH225025,0,6,42.0,16.4384771,0.5,Homo sapiens,Chucki,51.0,3.5,female,English,1.0,1,2,Humberto,0
Premolar,NMNH225025,0,4,42.0,16.4384771,0.5,Homo sapiens,Chucki,1110.0,3.5,female,English,0.0,1,3,Dolly,1
Anterior,NMNH225028,0,6,23.0,16.8483619,0.75,Homo sapiens,Chucki,4360.0,3.1,male,Other,0.0,2,2,Gustav,0
Posterior,NMNH225028,0,6,27.0,16.8483619,0.75,Homo sapiens,Chucki,20370.0,4.2,male,Romanian,0.0,2,3,Ike,0
Premolar,NMNH225028,0,4,27.0,16.8483619,0.75,Homo sapiens,Chucki,7110.0,3.6,male,English,0.0,1,2,Irene,0
Anterior,NMNH225029,0,6,21.0,21.3584428,0.25,Homo sapiens,Chucki,24000.0,4.5,female,Spanish,0.0,1,2,Isaac,0
Posterior,NMNH225029,0,6,37.0,21.3584428,0.25,Homo sapiens,Chucki,75000.0,3.7,female,Standard_Hindi,0.0,2,3,Sandy,0
Premolar,NMNH225029,0,4,21.0,21.3584428,0.25,Homo sapiens,Chucki,1590.0,3.4,female,English,0.0,3,3,Easy,1
Anterior,NMNH225032,4,6,14.0,15.0,0.75,Homo sapiens,Chucki,5350.0,4.5,female,English,0.0,3,2,King,1
Posterior,NMNH225032,4,4,21.0,15.0,0.75,Homo sapiens,Chucki,150.0,4.6,male,English,0.0,1,2,Able,0
Premolar,NMNH225032,4,4,21.0,15.0,0.75,Homo sapiens,Chucki,58.0,4.8,female,English,0.0,1,3,Barbara,1
Anterior,NMNH226086,4,12,19.0,4.86555727,0.75,Homo sapiens,Australian aboriginie,15.0,4.5,male,German,0.0,1,2,Florence,0
Posterior,NMNH226086,5,11,58.0,4.86555727,0.75,Homo sapiens,Australian aboriginie,19321.0,4.4,male,English,0.0,3,2,Carol,1
Premolar,NMNH226086,3,8,19.0,4.86555727,0.75,Homo sapiens,Australian aboriginie,3230.0,4.1,female,English,0.0,3,3,Edna,1
Anterior,NMNH226087,0,6,21.0,2.74721254,0.5,Homo sapiens,Australian aboriginie,24260.0,3.9,female,English,0.0,4,3,Hazel,1
Posterior,NMNH226087,0,6,22.0,2.74721254,0.5,Homo sapiens,Australian aboriginie,2030.0,4.3,male,English,1.0,3,2,Connie,0
Premolar,NMNH226087,0,4,47.0,2.74721254,0.5,Homo sapiens,Australian aboriginie,14730.0,3.5,male,English,0.0,1,3,Diane,0
Anterior,NMNH226088,0,6,19.0,10.0,0.5,Homo sapiens,Australian aboriginie,6200.0,4.0,female,English,1.0,3,2,Ione,1
Posterior,NMNH226088,0,2,21.0,10.0,0.5,Homo sapiens,Australian aboriginie,1540.0,4.0,female,English,0.0,2,3,Flossy,1
Premolar,NMNH226088,0,4,52.0,10.0,0.5,Homo sapiens,Australian aboriginie,,4.6,male,English,0.0,4,2,Audrey,0
Anterior,NMNH226089,0,12,23.0,1.93720666,0.5,Homo sapiens,Australian aboriginie,540.0,4.6,female,English,0.0,3,3,Helene,1
Posterior,NMNH226089,0,12,45.0,1.93720666,0.5,Homo sapiens,Australian aboriginie,430.0,3.7,female,English,0.0,1,2,Debra,1
Premolar,NMNH226089,0,8,20.0,1.93720666,0.5,Homo sapiens,Australian aboriginie,510.0,3.5,female,English,0.0,3,2,Gracie,0
Anterior,NMNH226090,0,12,21.0,2.33671692,0.25,Homo sapiens,Australian aboriginie,53270.0,3.6,male,English,0.0,4,4,Donna,0
Posterior,NMNH226090,1,12,45.0,2.33671692,0.25,Homo sapiens,Australian aboriginie,35.0,3.9,male,English,0.0,1,2,Ethel,0
Premolar,NMNH226090,0,7,27.0,2.33671692,0.25,Homo sapiens,Australian aboriginie,15850.0,4.2,female,Polish,0.0,4,4,Carla,1
Anterior,NMNH226092,4,6,,15.0,0.25,Homo sapiens,Australian aboriginie,300.0,3.2,female,,0.0,1,2,Cindy,0
Posterior,NMNH226092,6,6,,15.0,0.25,Homo sapiens,Australian aboriginie,6450.0,4.9,female,,0.0,2,2,Cleo,0
Premolar,NMNH226092,4,4,20.0,15.0,0.25,Homo sapiens,Australian aboriginie,16260.0,4.0,male,English,0.0,2,2,Dora,0
Anterior,NMNH227455,0,12,50.0,1.26803942,0.5,Homo sapiens,Australian aboriginie,2770.0,3.5,male,English,0.0,3,4,Hilda,0
Posterior,NMNH227455,0,12,32.0,1.26803942,0.5,Homo sapiens,Australian aboriginie,800.0,3.4,female,English,1.0,2,3,Isbell,0
Premolar,NMNH227455,0,8,24.0,1.26803942,0.5,Homo sapiens,Australian aboriginie,20000.0,4.2,male,Russian,0.0,3,2,Betsy,1
Anterior,NMNH258483,0,12,49.0,3.33964284,0.25,Homo sapiens,Australian aboriginie,730.0,3.5,male,English,0.0,2,4,Alma,0
Posterior,NMNH258483,0,12,20.0,3.33964284,0.25,Homo sapiens,Australian aboriginie,99.0,4.4,female,English,0.0,1,2,Inez,0
Premolar,NMNH258483,0,8,40.0,3.33964284,0.25,Homo sapiens,Australian aboriginie,5060.0,3.7,male,English,0.0,3,4,Beulah,0
Anterior,NMNH278701,8,12,,4.55391036,0.25,Homo sapiens,Buriat,800.0,3.4,male,,0.0,2,3,Gladys,1
Posterior,NMNH278701,7,12,27.0,4.55391036,0.25,Homo sapiens,Buriat,23040.0,3.0,male,,0.0,5,2,Camille,0
Premolar,NMNH278701,4,8,,4.55391036,0.25,Homo sapiens,Buriat,6870.0,3.9,male,,0.0,3,3,Celia,1
Anterior,NMNH278702,3,12,28.0,3.36255085,0.25,Homo sapiens,Buriat,300.0,2.8,female,English,0.0,2,3,Edith,0
Posterior,NMNH278702,5,11,22.0,3.36255085,0.25,Homo sapiens,Buriat,500.0,3.7,male,English,1.0,1,2,Fern,1
Premolar,NMNH278702,4,8,53.0,3.36255085,0.25,Homo sapiens,Buriat,200.0,4.6,male,English,1.0,1,2,Ginger,0
Anterior,NMNH278703,0,12,19.0,10.0,0.25,Homo sapiens,Buriat,20430.0,4.2,female,English,0.0,1,2,Agnes,1
Posterior,NMNH278703,6,9,20.0,10.0,0.25,Homo sapiens,Buriat,1180.0,4.4,female,English,1.0,3,2,Carmen,0
Premolar,NMNH278703,0,8,55.0,10.0,0.25,Homo sapiens,Buriat,6190.0,3.8,male,English,0.0,3,3,Eloise,1
Anterior,NMNH278704,0,12,21.0,2.43978021,0.25,Homo sapiens,Buriat,570.0,4.1,female,Other,0.0,1,3,Belle,1
Posterior,NMNH278704,0,12,68.0,2.43978021,0.25,Homo sapiens,Buriat,66.0,3.7,female,English,1.0,1,3,Babe,0
Premolar,NMNH278704,0,8,21.0,2.43978021,0.25,Homo sapiens,Buriat,70.0,4.1,female,English,1.0,1,2,Bob,1
Anterior,NMNH278705,10,12,21.0,15.0,0.25,Homo sapiens,Buriat,2700.0,3.0,male,English,1.0,2,2,David,1
Posterior,NMNH278705,12,12,38.0,15.0,0.25,Homo sapiens,Buriat,12770.0,3.2,female,English,0.0,3,2,Frederic,0
Premolar,NMNH278705,6,8,30.0,15.0,0.25,Homo sapiens,Buriat,2130.0,2.8,female,English,0.0,3,3,Allen,1
Anterior,NMNH278706,1,12,25.0,4.90407388,0.5,Homo sapiens,Buriat,10400.0,4.7,female,English,0.0,3,4,Alicia,1
Posterior,NMNH278706,5,12,22.0,4.90407388,0.5,Homo sapiens,Buriat,410.0,4.2,female,English,1.0,2,3,Diana,0
Premolar,NMNH278706,0,8,27.0,4.90407388,0.5,Homo sapiens,Buriat,130.0,3.2,female,English,0.0,1,2,Bob,1
Anterior,NMNH278707,5,12,25.0,4.45403148,0.75,Homo sapiens,Buriat,160.0,3.1,female,English,0.0,1,4,Danny,0
Posterior,NMNH278707,2,12,29.0,4.45403148,0.75,Homo sapiens,Buriat,4180.0,4.0,male,Norwegian,0.0,3,4,Elena,1
Premolar,NMNH278707,0,8,27.0,4.45403148,0.75,Homo sapiens,Buriat,3020.0,4.2,female,English,0.0,3,4,Gloria,0
Anterior,NMNH278708,0,12,21.0,2.97066069,0.25,Homo sapiens,Buriat,4730.0,4.3,female,German,1.0,1,2,Juan,0
Posterior,NMNH278708,0,12,22.0,2.97066069,0.25,Homo sapiens,Buriat,1310.0,3.3,male,Other,0.0,2,4,Kate,1
Premolar,NMNH278708,0,8,41.0,2.97066069,0.25,Homo sapiens,Buriat,6.0,4.1,male,English,0.0,1,2,Bonnie,0
Anterior,NMNH278709,6,12,22.0,2.392161,0.25,Homo sapiens,Buriat,58.0,3.7,male,Dutch,0.0,1,3,Charley,0
Posterior,NMNH278709,5,10,18.0,2.392161,0.25,Homo sapiens,Buriat,1.0,3.3,male,Dutch,1.0,1,2,Floyd,1
Premolar,NMNH278709,5,8,20.0,2.392161,0.25,Homo sapiens,Buriat,4.0,3.8,male,,0.0,1,3,Florence,0
Anterior,NMNH278710,0,12,21.0,3.11717264,0.5,Homo sapiens,Buriat,290.0,3.4,male,,0.0,1,2,Chantal,0
Posterior,NMNH278710,0,12,45.0,3.11717264,0.5,Homo sapiens,Buriat,20020.0,4.2,male,English,0.0,4,2,Hugo,1
Premolar,NMNH278710,0,8,72.0,3.11717264,0.5,Homo sapiens,Buriat,230.0,3.8,male,English,0.0,1,3,Jerry,0
Anterior,NMNH278711,0,12,37.0,5.55632114,0.5,Homo sapiens,Buriat,3620.0,3.5,male,,0.0,2,3,Bob,1
Posterior,NMNH278711,2,11,24.0,5.55632114,0.5,Homo sapiens,Buriat,66730.0,3.3,female,English,0.0,5,2,Andrew,0
Premolar,NMNH278711,0,8,27.0,5.55632114,0.5,Homo sapiens,Buriat,96.0,4.3,male,English,0.0,3,2,Emily,1
Anterior,NMNH278712,0,11,31.0,4.709013,0.25,Homo sapiens,Buriat,1650.0,4.1,female,English,1.0,2,3,Erin,1
Posterior,NMNH278712,2,11,24.0,4.709013,0.25,Homo sapiens,Buriat,7550.0,4.5,female,Other,0.0,3,2,Opal,0
Premolar,NMNH278712,1,8,46.0,4.709013,0.25,Homo sapiens,Buriat,700.0,4.5,female,English,0.0,2,2,Bertha,1
Anterior,NMNH278713,0,12,59.0,2.392161,0.25,Homo sapiens,(Buriat) Chinese?,8260.0,4.6,male,English,1.0,3,3,Fran,1
Posterior,NMNH278713,0,11,34.0,2.392161,0.25,Homo sapiens,(Buriat) Chinese?,200.0,4.4,female,Other,0.0,1,3,Danny,0
Premolar,NMNH278713,0,8,28.0,2.392161,0.25,Homo sapiens,(Buriat) Chinese?,1650.0,4.1,male,English,0.0,2,2,Bonnie,1
Anterior,NMNH278716,0,12,26.0,2.67965585,0.5,Homo sapiens,Buriat,160.0,4.5,male,English,1.0,1,3,Earl,0
Posterior,NMNH278716,0,12,35.0,2.67965585,0.5,Homo sapiens,Buriat,3870.0,4.3,male,French,0.0,2,2,Georges,1
Premolar,NMNH278716,0,8,19.0,2.67965585,0.5,Homo sapiens,Buriat,94.0,4.4,male,English,0.0,3,3,Bret,0
Anterior,NMNH283606,0,12,22.0,4.40412318,0.75,Homo sapiens,Buriat,8130.0,4.9,female,English,0.0,2,2,Floyd,1
Posterior,NMNH283606,0,12,18.0,4.40412318,0.75,Homo sapiens,Buriat,1430.0,4.7,male,English,0.0,1,3,Irene,0
Premolar,NMNH283606,0,8,50.0,4.40412318,0.75,Homo sapiens,Buriat,1260.0,4.6,male,English,0.0,1,2,Lili,0
Anterior,NMNH283607,12,12,40.0,15.0,0.75,Homo sapiens,Buriat,250.0,4.8,female,English,0.0,1,2,Claudette,1
Posterior,NMNH283607,8,8,29.0,15.0,0.75,Homo sapiens,Buriat,4980.0,4.2,male,English,0.0,2,4,Isabel,0
